name,execution_time,lower_bound,status,nodes
ta001,0.003538846969604492,1278.0,2,85
ta002,0.3173072338104248,1359.0,2,26019
ta003,0.002414703369140625,1081.0,2,21
ta004,0.00206756591796875,1293.0,2,16
ta005,0.801405668258667,1235.0,2,82199
