name,warmstart,lb1_start,lb5_start,incumbent,lower_bound,execution_time,gap,nodes,sequence
d2f-051-50-15x15,3782,3214,3322,3694.0,3360.0,5400.001337766647,0.09041689225771521,10833609,"[10, 11, 48, 20, 28, 36, 5, 3, 1, 29, 46, 49, 16, 22, 19, 4, 38, 34, 2, 47, 30, 17, 15, 12, 9, 6, 13, 33, 26, 7, 35, 37, 39, 32, 21, 25, 41, 23, 27, 0, 24, 42, 44, 45, 43, 18, 14, 31, 8, 40]"
d2f-028-20-15x15,2149,1829,1870,2067.0,2067.0,884.6446118354797,0.0,3989795,"[18, 15, 10, 6, 0, 16, 5, 13, 11, 14, 19, 12, 1, 8, 17, 3, 4, 7, 9, 2]"
d2f-043-50-10x10,3245,2976,3047,3103.0,3103.0,588.6767768859863,0.0,2569668,"[12, 5, 27, 39, 36, 6, 0, 26, 25, 19, 20, 18, 3, 10, 28, 8, 33, 29, 44, 35, 11, 23, 13, 24, 46, 45, 17, 14, 30, 31, 38, 47, 2, 48, 9, 32, 41, 37, 43, 4, 16, 21, 49, 34, 1, 15, 7, 22, 40, 42]"
d2f-025-20-15x15,2046,1657,1738,1973.0,1973.0,385.6590988636017,0.0,2842058,"[4, 13, 18, 2, 0, 16, 1, 17, 7, 14, 8, 12, 9, 10, 15, 11, 5, 3, 19, 6]"
d2f-050-50-10x10,3330,3128,3160,3230.0,3166.0,5400.000896453857,0.019814241486068113,37940360,"[26, 22, 12, 23, 29, 17, 3, 35, 20, 30, 34, 5, 36, 33, 48, 40, 14, 49, 8, 9, 7, 42, 11, 28, 18, 15, 45, 1, 39, 27, 10, 21, 41, 44, 13, 32, 25, 6, 2, 16, 31, 37, 47, 46, 38, 19, 43, 0, 4, 24]"
d2f-037-50-7x7,3169,3094,3099,3107.0,3107.0,4.097874641418457,0.0,9101,"[36, 41, 16, 32, 2, 23, 39, 6, 21, 46, 33, 40, 49, 17, 0, 31, 30, 42, 47, 9, 27, 22, 25, 15, 7, 5, 44, 48, 8, 13, 35, 37, 38, 4, 43, 10, 3, 28, 11, 26, 1, 14, 24, 20, 45, 19, 18, 12, 34, 29]"
d2f-055-50-15x15,3742,3421,3490,3688.0,3511.0,5400.001359701157,0.04799349240780911,9788373,"[7, 16, 26, 43, 13, 32, 39, 33, 47, 19, 28, 31, 48, 29, 46, 9, 24, 34, 6, 42, 18, 20, 45, 30, 8, 3, 11, 40, 2, 44, 49, 10, 1, 0, 22, 27, 35, 23, 17, 15, 4, 25, 12, 38, 5, 14, 36, 37, 41, 21]"
d2f-017-20-10x10,1702,1567,1641,1641.0,1641.0,1.9467318058013916,0.0,27181,"[17, 19, 14, 18, 1, 12, 13, 5, 8, 2, 7, 15, 0, 3, 9, 10, 11, 16, 6, 4]"
d2f-010-20-7x7,1486,1346,1382,1397.0,1397.0,1.0118262767791748,0.0,22545,"[1, 11, 3, 8, 6, 18, 9, 0, 4, 13, 10, 12, 19, 14, 7, 5, 15, 2, 17, 16]"
d2f-032-50-7x7,3075,2958,2975,2970.0,2970.0,1.1080904006958008,0.0,1081,"[44, 9, 12, 30, 39, 4, 15, 5, 13, 16, 22, 6, 10, 1, 7, 46, 38, 29, 3, 23, 17, 42, 2, 24, 40, 34, 14, 32, 27, 19, 8, 37, 21, 31, 28, 0, 20, 45, 35, 43, 25, 33, 36, 47, 49, 48, 11, 18, 26, 41]"
d2f-044-50-10x10,3358,3128,3169,3332.0,3170.0,5400.001451730728,0.048619447779111646,26250197,"[32, 4, 2, 7, 38, 46, 39, 11, 15, 8, 20, 30, 1, 14, 40, 44, 36, 49, 3, 13, 6, 5, 12, 47, 16, 43, 19, 23, 9, 18, 29, 22, 48, 17, 27, 34, 10, 42, 25, 41, 31, 45, 0, 37, 26, 21, 35, 33, 28, 24]"
d2f-045-50-10x10,3361,3157,3184,3250.0,3184.0,5400.0010776519775,0.020307692307692308,30149947,"[27, 30, 18, 9, 29, 48, 15, 39, 4, 33, 2, 28, 12, 44, 37, 35, 25, 38, 42, 8, 16, 43, 19, 14, 47, 24, 5, 20, 13, 41, 1, 32, 22, 11, 49, 46, 36, 23, 3, 7, 6, 17, 34, 45, 31, 26, 40, 10, 0, 21]"
d2f-059-50-15x15,3770,3252,3319,3666.0,3382.0,5400.001669883728,0.07746863066012002,11741957,"[29, 3, 9, 26, 28, 35, 17, 46, 15, 32, 27, 44, 12, 8, 41, 40, 11, 37, 16, 14, 10, 47, 5, 43, 13, 0, 48, 21, 45, 7, 1, 25, 4, 34, 49, 24, 42, 39, 18, 36, 19, 22, 23, 6, 38, 33, 2, 20, 30, 31]"
d2f-021-20-15x15,2133,1810,1888,2069.0,2069.0,3186.40411567688,0.0,10636075,"[0, 9, 16, 19, 1, 14, 11, 18, 13, 17, 10, 7, 2, 15, 6, 12, 3, 5, 4, 8]"
d2f-014-20-10x10,1654,1498,1516,1545.0,1545.0,14.125388860702515,0.0,179196,"[10, 1, 19, 16, 13, 12, 11, 15, 17, 8, 0, 9, 2, 14, 6, 4, 5, 3, 18, 7]"
d2f-022-20-15x15,2081,1786,1921,2050.0,2050.0,15.275604248046875,0.0,62808,"[11, 15, 19, 5, 12, 2, 14, 8, 4, 0, 10, 1, 9, 16, 17, 6, 7, 13, 3, 18]"
d2f-047-50-10x10,3377,3153,3227,3257.0,3231.0,5400.000941991806,0.007982806263432606,17512684,"[26, 37, 24, 38, 32, 17, 18, 34, 0, 39, 28, 4, 43, 35, 8, 45, 49, 47, 48, 11, 9, 46, 15, 31, 10, 27, 19, 13, 29, 5, 7, 42, 25, 20, 41, 33, 36, 40, 23, 22, 3, 12, 16, 14, 21, 6, 1, 2, 44, 30]"
d2f-026-20-15x15,2042,1811,1862,1950.0,1950.0,558.3444938659668,0.0,3474964,"[19, 4, 14, 1, 18, 7, 17, 5, 12, 11, 9, 0, 15, 10, 3, 2, 16, 13, 6, 8]"
d2f-046-50-10x10,3313,2988,3014,3213.0,3083.0,5400.001522302628,0.04046062869592281,31630851,"[21, 10, 9, 5, 11, 36, 34, 20, 42, 22, 17, 37, 1, 12, 25, 27, 44, 19, 18, 40, 43, 48, 47, 41, 33, 28, 39, 6, 3, 24, 2, 0, 38, 14, 16, 31, 13, 26, 32, 29, 7, 15, 23, 35, 4, 49, 8, 45, 30, 46]"
